id,group,quest_timing,fps_wk_hr,total_wk_hr,roleplay_wk_hr,strategy_wk_hr,years_play,gaming_ability_connection,media_reports,choice_famil_RT,choice_famil_correct_sum,simon_famil_RT,simon_famil_correct_sum,alt_famil_RT,alt_famil_correct_sum,digit_famil_correct_sum,digit_famil_max,choice_1_RT,choice_2_RT,choice_1_correct,choice_2_correct,choice_mean_RT,choice_total_correct,simon_1_RT,simon_2_RT,simon_1_correct,simon_2_correct,simon_mean_RT,simon_total_correct,alt_1_RT,alt_2_RT,alt_1_correct,alt_2_correct,alt_mean_RT,alt_total_correct,digit_1_correct,digit_2_correct,digit_1_max,digit_2_max,average_digit_max
32,1,1,4,6,1,6,5,6,2,453.705624997383,8,470.708750013728,8,1104.53000001144,6,4,4,374.483333299092,336.159583346065,24,24,355.321458322578,48,506.345416681143,451.23062498169,24,24,478.788020831416,48,869.6839583572,892.892291643269,23,21,881.288125000234,44,5,7,4,4,4
33,1,1,6,6,2,1,5,10,1,574.827499993262,8,758.189999985916,8,1783.45249999256,8,4,4,557.712291670517,478.517708329794,24,24,518.115000000156,48,539.330833332012,568.85145833318,24,24,554.091145832596,48,1119.7233333393,989.99750000318,22,20,1054.86041667124,42,9,9,11,11,11
34,1,1,3,4,1,2,5,8,2,455.055625017849,8,563.351250020787,8,1307.22375000187,8,4,4,365.662499995475,361.753333330853,24,24,363.707916663164,48,571.900000004702,496.261666688952,23,22,534.080833346827,45,670.506458326903,831.692291671061,24,23,751.099374998982,47,8,8,10,6,8
35,1,1,6,6,2,6,5,7,2,384.375,8,527.75,8,1169.125,6,4,4,362.333333333333,324.166666666667,24,24,343.25,48,473.375,444.75,23,22,459.0625,45,913.375,875.375,23,22,894.375,45,6,5,7,7,7
36,1,1,7,3,7,7,2,7,2,453.096874989569,8,570.868124981644,8,3004.28125000326,6,3,0,345.36666663674,331.226875006299,24,24,338.29677082152,48,549.364583343656,529.998749989318,22,23,539.681666666487,45,1991.08854166116,1178.45749999591,21,23,1584.77302082853,44,6,6,8,8,8
37,1,1,1,6,4,3,5,8,1,310.256875003688,8,464.321250008652,8,1368.64062494715,8,4,4,393.758750025881,368.6464583346,24,24,381.202604180241,48,515.988750004908,463.397500017891,24,24,489.693125011399,48,892.19583334246,725.436041655485,24,23,808.815937498972,47,4,3,6,4,5
38,1,1,3,4,2,2,5,8,2,554.477500000076,8,623.739125000182,7,1728.9075000001,7,4,4,455.413333333506,394.892916666701,23,24,425.153125000103,47,480.433958333075,473.05812500008,24,23,476.746041666577,47,1043.5937499999,956.35229166669,22,22,999.973020833295,44,5,7,6,7,6.5
39,1,1,2,3,1,3,5,8,1,535.361875001399,8,463.532499998109,6,1062.05937499908,7,4,4,496.069583331822,410.851458331308,24,24,453.460520831565,48,479.942083333299,490.104375000859,24,23,485.023229167079,47,779.722916668713,666.894166666073,22,21,723.308541667393,43,4,5,6,6,6
40,1,2,5,6,2,1,5,8,1,407.019374979427,8,634.569375019055,6,1601.31500003627,7,4,4,449.25145834956,431.432916646979,24,24,440.342187498269,48,575.868541694945,512.288958387217,24,23,544.078750041081,47,1505.87520834718,1176.74479160147,19,21,1341.30999997433,40,8,9,6,11,8.5
41,1,2,4,6,1,1,5,8,1,514.296875000014,8,636.749374999853,8,1110.515625,7,4,4,413.056666666649,369.005416666712,23,23,391.03104166668,46,544.349625000022,647.438000000035,20,21,595.893812500028,41,943.446041666657,995.950625000035,23,23,969.698333333346,46,7,9,4,11,7.5
42,1,2,2,6,4,1,5,7,1,669.450625000082,8,707.72062499998,8,1736.06562500015,7,4,4,473.926249999977,346.46041666671,24,24,410.193333333343,48,511.370625000041,398.128958333283,24,24,454.749791666662,48,2200.0908333334,1552.11479166663,18,24,1876.10281250001,42,6,7,8,9,8.5
43,1,2,2,2,2,2,5,10,1,423.584374995698,8,547.018749999552,8,1086.68812500036,8,3,0,324.494166663499,264.720416660566,22,24,294.607291662032,46,427.748750000319,390.97000000038,21,21,409.359375000349,42,788.753333331746,606.111666664219,20,16,697.432499997982,36,9,9,11,11,11
44,1,2,5,6,2,1,5,7,1,306.162499999573,8,465.833749999547,8,1171.84124999994,7,4,4,298.407083333586,274.59395833345,24,22,286.500520833518,46,428.823749999841,530.388333333121,24,23,479.606041666481,47,1057.96458333286,777.598750000228,21,22,917.781666666542,43,5,4,7,5,6
45,1,2,4,6,1,2,5,10,2,409.80187500827,8,537.252749981956,4,1329.17937501043,5,2,0,353.19249999399,404.185916671527,24,22,378.689208332758,46,429.567708337951,546.986874993308,19,16,488.27729166563,35,758.810208314875,160.315625010602,13,13,459.562916662738,26,6,5,6,6,6
46,1,2,3,6,4,6,5,10,1,393.25,8,479.875,8,1328.5,6,4,4,412.875,342.666666666667,24,24,377.770833333333,48,447.5,424.25,24,24,435.875,48,1156.625,853.5,21,23,1005.0625,44,5,3,7,5,6
47,1,2,1,3,3,1,5,7,2,640.32625004123,7,576.701874932041,8,1159.03124999022,7,3,1,391.784791669731,418.080000032205,24,24,404.932395850968,48,509.669583310218,515.400000032969,24,23,512.534791671593,47,812.764791665055,843.517916684505,24,21,828.14135417478,45,7,7,8,7,7.5
48,1,2,5,6,1,2,5,8,2,448.305625000216,8,633.061250000196,7,1110.85249999996,5,3,0,322.767499999903,433.714374999986,24,24,378.240937499944,48,602.00833333325,480.031874999932,22,22,541.020104166591,44,988.224791666538,978.102083333359,21,22,983.163437499948,43,3,6,4,4,4
49,1,2,2,6,1,1,5,5,2,395.038124988787,8,770.894999965094,7,1972.86499998881,7,3,2,357.703541657732,327.154791661693,24,24,342.429166659713,48,677.429166670966,714.368958346313,24,24,695.89906250864,48,1390.82458330086,1290.57125000206,23,22,1340.69791665146,45,3,4,4,5,4.5
50,1,2,2,2,2,2,5,8,1,320.988749968819,8,490.135624975665,8,1104.77562499,7,4,4,286.816458314812,302.181875003347,24,23,294.49916665908,47,457.678333341998,463.943541670839,24,22,460.810937506418,46,930.565208342159,932.249791697056,22,21,931.407500019608,43,6,4,6,6,6
51,1,2,2,6,6,1,5,9,1,581.238124999952,7,450.75374999999,8,1141.29124999999,8,3,4,337.116250000046,318.236249999889,23,24,327.676249999968,47,491.846666666485,492.161041666615,23,22,492.00385416655,45,945.31208333342,931.189583333321,23,23,938.25083333337,46,7,5,9,7,8
52,1,2,3,6,4,1,5,8,2,413.593749992288,8,629.733124995255,7,1674.90874999203,7,4,4,378.474791670063,324.405416668014,24,24,351.440104169039,48,564.065416666078,494.447708336035,24,23,529.256562501056,47,1083.17020833177,1001.22979167039,20,21,1042.20000000108,41,8,8,10,10,10
53,1,2,3,5,1,1,5,7,2,358.196249988396,8,596.254374991986,8,1007.57562500075,7,4,4,301.981458324008,271.408958346001,24,24,286.695208335004,48,447.333541655098,438.272916687614,24,24,442.803229171356,48,905.632916697262,702.474166653701,24,24,804.053541675482,48,3,5,4,7,5.5
54,1,2,2,6,1,6,5,8,1,324.826249998296,8,440.748749941122,8,1089.08249999513,8,4,4,349.825208317877,296.836666665816,24,24,323.330937491846,48,426.149166645094,411.628541672447,24,23,418.888854158771,47,810.439583321568,844.306666665943,23,22,827.373124993756,45,6,3,8,0,4
55,1,2,1,6,1,1,5,8,2,322.744375003822,8,659.173124993686,7,2200.00187499682,8,4,4,472.296250003031,453.196666665463,24,24,462.746458334247,48,522.078749996581,517.949999996442,23,24,520.014374996511,47,1408.00187500402,1149.63874999861,19,23,1278.82031250131,42,4,3,6,4,5
56,1,2,1,2,1,2,5,8,2,426,8,607.625,8,4602.625,5,4,4,379.375,316.208333333333,24,24,347.791666666667,48,491.958333333333,460.75,23,24,476.354166666667,47,874.333333333333,904.666666666667,24,24,889.5,48,5,4,6,6,6
57,1,2,2,6,4,2,5,8,2,567.75,8,662,8,1417.25,8,3,0,360.25,361,24,24,360.625,48,530.25,471.583333333333,24,23,500.916666666667,47,950.875,1013.375,23,22,982.125,45,4,3,6,5,5.5
58,1,2,3,6,4,4,5,8,1,441.195624999978,8,552.101250000078,8,905.073750000042,7,3,4,257.212083333419,249.449166666713,24,24,253.330625000066,48,507.032291666709,450.355416666753,24,24,478.693854166731,48,858.612916666592,901.896458333302,19,20,880.254687499947,39,3,2,4,4,4
59,1,2,3,6,4,2,5,10,1,390.125,8,526,7,1286.625,3,4,4,435.458333333333,432.291666666667,24,24,433.875,48,587.166666666667,570,21,22,578.583333333333,43,951.833333333333,951.916666666667,22,21,951.875,43,8,9,8,11,9.5
60,1,2,1,6,1,6,5,8,1,331,8,457.375,7,1444.5,8,4,4,313.625,289.375,24,24,301.5,48,468.291666666667,456.083333333333,22,23,462.1875,45,869.625,858.083333333333,23,24,863.854166666667,47,7,8,7,6,6.5
61,1,2,4,6,3,2,5,9,1,451.506874989718,8,413.623750006082,7,1129.65187500231,6,4,4,286.561041672636,312.751874987346,24,24,299.656458329991,48,438.452291700135,500.110625017745,21,23,469.28145835894,44,823.290208325489,741.152499986735,24,24,782.221354156112,48,7,8,6,10,8
62,1,2,3,6,4,2,5,10,1,380.125,8,440.625,5,1081,5,3,0,454.291666666667,359.958333333333,24,23,407.125,47,408.583333333333,443.125,18,18,425.854166666667,36,1678.04166666667,1497.16666666667,19,23,1587.60416666667,42,4,8,4,4,4
63,1,2,3,6,6,5,5,4,1,539.659999999998,8,714.365000000016,7,5217.66187500003,8,3,0,371.635833333338,377.925625000018,24,24,374.780729166678,48,594.21979166665,555.332749999995,24,23,574.776270833322,47,1446.32604166666,1364.61479166666,23,21,1405.47041666666,44,7,7,6,0,3
64,1,2,3,6,3,2,5,10,1,338.104375000285,8,439.039999999977,6,1061.90375000074,8,4,4,282.544791666699,259.26708333327,24,24,270.905937499985,48,490.134791666757,400.030416666747,24,22,445.082604166752,46,612.483958333314,586.330625000073,24,22,599.407291666694,46,4,4,6,6,6
65,1,2,2,6,1,1,5,6,2,388.42125000002,8,425.438749999955,8,965.438750000004,3,4,4,324.594791666735,298.038958333337,23,22,311.316875000036,45,462.841250000035,471.926666666698,22,21,467.383958333367,43,205.957708333376,1061.54916666668,8,23,633.753437500028,31,7,5,9,6,7.5
66,1,2,4,5,2,1,5,10,1,465.25,8,697.625,8,2880.375,7,3,4,362.916666666667,367.75,24,24,365.333333333333,48,548.666666666667,481.666666666667,23,24,515.166666666667,47,1503.375,1173.20833333333,22,23,1338.29166666667,45,9,8,11,9,10
67,1,2,1,5,1,5,5,8,2,402.983749998384,8,625.578124992899,8,4554.57312499493,4,3,3,337.779375009025,371.684583338113,24,24,354.731979173569,48,549.634166665783,503.546666671658,23,23,526.59041666872,46,1074.6725000087,953.788541669686,24,24,1014.23052083919,48,6,4,6,4,5
68,1,2,1,6,6,1,5,8,2,458.826250003767,8,616.671249998035,8,1464.73437499662,7,4,4,412.923333329672,332.132499997291,24,24,372.527916663482,48,437.375208331408,415.934791667193,23,20,426.6549999993,43,840.386458330613,1271.55250000214,24,20,1055.96947916638,44,8,6,10,7,8.5
69,1,2,2,2,1,1,4,8,1,455.975625016436,8,629.363124993688,8,1710.29562500917,8,4,4,370.977499995206,338.581666675357,24,24,354.779583335282,48,569.81437500023,475.901875004638,24,23,522.858125002434,47,1180.54895832514,929.705624997344,23,23,1055.12729166124,46,8,7,10,9,9.5
70,1,2,2,3,2,1,5,7,1,351.433749999957,8,519.471875000078,8,960.086874999948,7,4,4,353.008541666706,316.432916666752,24,23,334.720729166729,47,469.840833333308,486.014791666642,24,23,477.927812499975,47,1131.29916666661,1009.82645833337,21,16,1070.56281249999,37,4,4,6,4,5
71,1,2,6,6,6,6,5,10,1,513.926875000039,8,866.452249999977,7,1731.11562499992,7,4,4,444.767499999974,424.271666666677,24,24,434.519583333325,48,552.602708333363,563.725625000151,24,24,558.164166666757,48,953.773750000058,846.365625000014,21,23,900.069687500036,44,4,3,6,4,5
72,1,2,3,4,1,3,5,8,2,413.914374978049,8,428.788750054082,8,1401.56562504126,5,3,1,346.853125025518,299.734791614659,24,24,323.293958320088,48,412.831250025192,381.989375028449,21,22,397.410312526821,43,1211.0166666874,862.492916698102,21,21,1036.75479169275,42,7,8,6,6,6
73,1,2,4,6,6,4,5,8,1,496.094999996785,8,688.50250000105,7,1450.41687499906,5,4,4,426.053541668201,445.33562500025,24,24,435.694583334225,48,730.471666668077,653.634166665749,21,22,692.052916666913,43,934.727708331896,967.028958336111,24,20,950.878333334003,44,4,5,6,7,6.5
74,1,2,4,6,3,2,5,10,1,968.552875022352,3,412.565000005998,8,1419.11562503083,5,4,4,407.283124979585,310.334999997091,24,23,358.809062488338,47,960.975124999268,530.686833360721,9,20,745.830979179994,29,1123.79500002135,1022.8204166245,18,15,1073.30770832292,33,8,8,7,8,7.5
75,1,2,4,6,2,4,5,10,1,477.021874990896,8,590.51937500044,8,2002.00374999986,7,4,4,332.144166663056,313.056458334662,24,24,322.600312498859,48,464.648749999293,427.522291667022,20,22,446.085520833158,42,864.615416669646,718.543958329974,24,24,791.57968749981,48,5,5,7,7,7
76,1,2,1,6,4,4,5,7,2,376.661250000325,8,531.078124999795,8,1526.9724999996,8,3,4,398.315208332936,312.955208333203,24,24,355.635208333069,48,484.561666666726,499.273124999794,24,22,491.91739583326,46,912.714791666682,760.27604166696,23,24,836.495416666821,47,8,7,7,6,6.5
77,1,2,1,5,6,2,5,7,2,624.682624986477,7,481.261874985648,8,1531.29562496906,8,4,4,402.109333339393,338.129999969776,23,24,370.119666654584,47,484.35104166856,495.496458335159,24,23,489.92375000186,47,1031.74999997524,1044.77458332743,24,23,1038.26229165134,47,5,4,7,6,6.5
78,1,2,6,6,2,2,5,7,1,416.831875016214,8,638.03062500665,8,2071.24312497035,3,3,4,409.088333311956,285.314791675773,24,23,347.201562493865,47,597.725291669742,578.746249996281,20,23,588.235770833011,43,1466.7054166736,1404.86083333478,21,20,1435.78312500419,41,3,4,5,4,4.5
79,1,2,3,4,1,1,5,8,2,425.261874999927,8,676.426250000077,8,1315.23437499982,4,3,4,395.342708333525,378.07187500016,24,24,386.707291666842,48,493.359791666687,510.048541666568,24,23,501.704166666627,47,1318.50541666654,869.386249999934,17,16,1093.94583333324,33,6,4,8,6,7
80,2,1,3,4,4,2,4,8,1,408.051875001547,8,683.566625000698,6,1035.4637499986,6,2,0,387.378541667204,371.885000000475,22,23,379.631770833839,45,563.817291664236,568.692499999694,21,22,566.254895831965,43,808.334999997896,541.133541667781,9,13,674.734270832838,22,6,6,5,7,6
81,2,1,4,6,5,1,5,9,1,425.88749999996,8,542.099999999993,7,2211.43749999997,6,2,0,469.554166666645,509.466666666686,24,24,489.510416666666,48,525.829166666662,537.104166666675,22,24,531.466666666669,46,1527.22500000001,1019.16249999999,19,24,1273.19375,43,7,8,6,8,7
82,2,1,2,3,1,1,5,8,1,675.311874999352,8,541.831874998934,8,1972.68875000009,7,4,4,459.034999999555,349.870625001131,24,24,404.452812500343,48,598.342083332076,495.839791667701,23,22,547.090937499888,45,1259.09187499959,1568.53208333238,23,23,1413.81197916598,46,4,3,6,5,5.5
83,2,1,1,3,2,1,5,8,2,393.880000000536,8,571.263124999405,7,1453.42687500033,5,3,0,358.653750000334,358.681666666295,24,23,358.667708333314,47,544.023750000027,777.622291667159,24,20,660.823020833593,44,1199.54916666711,963.222083333373,19,17,1081.38562500024,36,7,4,9,4,6.5
84,2,1,1,4,1,2,5,6,2,486.193124990677,8,491.588750010124,8,1353.47499999625,8,4,4,351.035833329661,304.465833323775,24,24,327.750833326718,48,463.219583330404,474.807708310739,23,23,469.013645820572,46,828.286458335545,694.697291667884,24,21,761.491875001714,45,6,5,8,6,7
85,2,1,2,2,2,2,5,8,2,698.126874998729,7,674.043125001845,7,2467.53249999711,4,4,4,553.085208331443,419.532708332554,24,24,486.308958331999,48,653.260833335783,595.616875001118,21,24,624.438854168451,45,4969.7160416678,2970.81541666739,19,17,3970.2657291676,36,8,9,4,11,7.5
86,2,1,1,2,2,2,5,7,1,507.75,8,492.25,7,1544,6,3,4,437.125,304.291666666667,24,22,370.708333333333,46,422.708333333333,440.708333333333,15,21,431.708333333333,36,1130.58333333333,907.958333333333,24,23,1019.27083333333,47,5,3,7,5,6
87,2,1,1,2,1,2,5,7,1,287.57874997973,8,486.606875012512,8,943.440625007497,8,4,4,311.566249991301,288.011666658955,23,24,299.788958325128,47,389.507708328893,391.416666684866,23,23,390.462187506879,46,807.597708325678,929.66729166316,24,23,868.632499994419,47,5,6,6,8,7
88,2,1,2,3,2,1,5,6,1,483.25,8,837.000000000001,2,826.374999999999,3,4,4,295.416666666665,394.583333333333,23,23,344.999999999999,46,546.791666666667,747.708333333333,12,10,647.25,22,702.375,626.083333333334,14,10,664.229166666667,24,3,2,5,0,2.5
89,2,1,1,3,1,2,5,6,1,670.889375000002,8,731.419375000087,8,7588.19999999991,4,4,4,460.11145833332,386.171666666654,23,24,423.141562499987,47,588.592500000042,639.260416666806,23,23,613.926458333424,46,2645.12229166678,2658.25416666674,12,21,2651.68822916676,33,7,5,9,2,5.5
90,2,1,1,2,2,2,5,7,2,593.875,8,617.375,8,1568.25,8,4,4,468.041666666667,428.5,24,24,448.270833333333,48,611.958333333333,550.291666666667,24,23,581.125,47,1083.91666666667,932.875,24,24,1008.39583333333,48,7,7,7,9,8
91,2,1,3,5,2,1,5,3,2,584.670000000187,8,628.742500000499,8,1455.39687500013,7,4,4,369.038958333173,339.072499999778,24,24,354.055729166475,48,515.047916666845,535.998541666383,23,22,525.523229166614,45,1022.36520833336,756.943749999512,21,20,889.654479166438,41,5,4,7,5,6
92,2,1,5,2,2,3,5,7,1,324.301874999719,8,637.75312499979,6,1887.87500000035,6,4,4,330.498958333465,393.097708333092,24,24,361.798333333278,48,535.670708333404,422.920833333289,18,23,479.295770833346,41,1112.24770833345,758.306458333209,15,13,935.277083333328,28,3,1,4,0,2
93,2,1,4,6,2,2,5,5,1,540.290624987392,8,623.465000011493,8,1399.09374999115,7,4,4,397.573750002872,364.72208333483,24,23,381.147916668851,47,538.169166672257,531.121666666877,22,21,534.645416669567,43,713.338749999821,1117.83479166237,24,18,915.586770831093,42,5,5,7,7,7
94,2,1,3,4,2,1,5,9,2,478.670625005179,8,528.437500004657,8,1226.58062499613,6,3,4,384.412291667104,373.11729166322,24,24,378.764791665162,48,525.500833332141,528.293124999133,22,22,526.896979165637,44,1077.95354166835,796.298541662206,23,23,937.126041665276,46,7,6,8,7,7.5
